FREQ;Frequenza;REF_AREA;Territorio;DATA_TYPE;Indicatore;SEX;Sesso;AGE;Età;CONTARCTUAL_OCCUPATION;Qualifica contrattuale;ECON_ACTIVITY_NACE_2007;Attività economica (ATECO 2007);EMPLOYESS_CLASS;Classe di dipendenti;Tempo (TIME_PERIOD);Osservazione;OBS_STATUS;'Stato dell"'osservazione';NOTE_REF_AREA;Territorio (NOTE_REF_AREA);NOTE_DATA_TYPE;Indicatore (NOTE_DATA_TYPE);NOTE_SEX;Sesso (NOTE_SEX);NOTE_AGE;Età (NOTE_AGE);NOTE_CONTARCTUAL_OCCUPATION;Qualifica contrattuale (NOTE_CONTARCTUAL_OCCUPATION);NOTE_ECON_ACTIVITY_NACE_2007;Attività economica (ATECO 2007) (NOTE_ECON_ACTIVITY_NACE_2007);NOTE_EMPLOYESS_CLASS;Classe di dipendenti (NOTE_EMPLOYESS_CLASS);NOTE_TIME_PERIOD;Tempo;BASE_PER;Anno base;UNIT_MEAS;Unità di misura;UNIT_MULT;Unità di moltiplicazione
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;I;Attività dei servizi di alloggio e di ristorazione;TOTAL;Totale;2020;10.03;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;I;Attività dei servizi di alloggio e di ristorazione;TOTAL;Totale;2021;10.04;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2014;10.63;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2015;11.22;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2016;10.93;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2017;11.26;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2018;11.54;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2019;11.7;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2020;12.18;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;J;Servizi di informazione e comunicazione;TOTAL;Totale;2021;12.13;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2014;14.16;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2015;13.69;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2016;14.13;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2017;14.1;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2018;14.06;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2019;14.17;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2020;15.3;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;K;Attività finanziarie e assicurative;TOTAL;Totale;2021;15.36;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2014;9.58;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2015;9.66;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2016;9.87;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2017;10;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2018;10.04;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2019;10.07;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2020;10.2;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;L;Attività immobiliari;TOTAL;Totale;2021;10.22;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2014;9.61;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2015;9.7;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2016;9.91;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2017;10.07;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2018;10.07;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2019;10.25;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2020;10.61;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;M;Attività professionali, scientifiche e tecniche;TOTAL;Totale;2021;10.68;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2014;9.72;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2015;10.11;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2016;10.09;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2017;10.2;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2018;10.13;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2019;10.2;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2020;10.3;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;N;Noleggio, agenzie di viaggio, servizi di supporto alle imprese;TOTAL;Totale;2021;10.33;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;P;Istruzione;TOTAL;Totale;2014;9.38;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
A;Annuale;IT;Italia;HOUWAG_ENTEMP_MED_MI;Retribuzione lorda  oraria per ora retribuita delle posizioni lavorative dipendenti in euro (mediana).;9;Totale;Y15-29;15-29 anni;99;Totale;P;Istruzione;TOTAL;Totale;2015;9.47;;;;;TIPO_DATO7__HOUWAG_ENTEMP_MED_MI_N1;Valore mediano della distribuzione della retribuzione oraria della singola posizione lavorativa dipendente delle imprese ottenuta come rapporto fra la retribuzione lorda imponibile a fini contributivi a carico del datore di lavoro e le ore retribuite stimate sempre a carico del datore di lavoro.;;;;;;;;;;;;;;;;;;
